Energy_kcal,Protein_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
149.0,3.0,25.0,16.0,0.4,49.0,0.123,1.48,0.0,0.09,17.0,0.148,108.0,0.019,0.03,8.0,0.0,68.0,3.0,0.31
78.0,2.99,12.13,9.55,0.7,64.0,0.024,0.33,0.0,0.04,2.0,0.045,194.0,0.075,0.24,14.0,0.062,76.0,3.4,0.39
105.0,4.86,18.6,2.9,0.0,131.0,0.045,0.52,0.7,0.06,10.0,0.041,152.0,0.08,0.07,16.0,0.065,133.0,3.1,0.82
265.0,20.0,1.37,0.0,0.0,160.0,0.049,2.26,0.0,0.17,10.0,0.029,1109.0,0.238,0.9,38.0,0.085,729.0,17.7,3.87
251.0,0.69,35.07,33.04,1.1,0.0,0.004,0.0,0.0,1.58,1.0,0.004,6.0,0.142,0.59,19.0,0.142,28.0,0.7,0.25
482.0,0.68,75.42,58.01,1.2,0.0,0.004,0.0,0.0,0.41,1.0,0.004,5.0,0.135,0.63,17.0,0.14,28.0,1.3,0.23
274.0,24.7,3.5,0.55,0.0,141.0,0.073,1.46,0.0,0.15,10.0,0.019,756.0,0.026,0.52,28.0,0.01,496.0,14.5,3.23
282.0,24.69,3.41,0.56,0.0,155.0,0.084,1.66,0.0,0.17,20.0,0.03,1146.0,0.021,0.13,35.0,0.0,583.0,15.5,4.3
555.0,35.6,23.97,2.46,0.0,117.0,0.207,2.9,0.0,2.04,138.0,0.19,171.0,0.149,3.23,11.0,0.056,451.0,118.0,2.76
61.0,3.15,4.78,5.05,0.0,46.0,0.036,0.45,0.0,0.07,5.0,0.046,113.0,0.025,0.03,10.0,0.004,84.0,3.7,0.37
496.0,26.32,38.42,38.42,0.0,258.0,0.302,3.25,8.6,0.58,37.0,0.283,912.0,0.08,0.47,85.0,0.04,776.0,16.3,3.34
135.0,6.81,10.04,10.04,0.0,65.0,0.05,0.16,1.9,0.16,8.0,0.047,261.0,0.016,0.19,24.0,0.006,203.0,2.3,0.77
240.0,17.6,10.6,8.02,0.0,250.0,0.08,1.11,0.0,0.27,18.0,0.07,529.0,0.03,0.2,33.0,0.0,829.0,12.4,2.36
99.0,3.98,18.64,18.64,0.0,11.0,0.037,0.43,0.6,0.02,9.0,0.034,138.0,0.079,0.06,13.0,0.064,109.0,2.8,0.67
102.0,4.37,19.05,19.05,0.0,10.0,0.04,0.47,0.7,0.02,9.0,0.037,152.0,0.08,0.07,15.0,0.065,119.0,3.1,0.74
95.0,4.4,19.0,19.0,0.0,2.0,0.04,0.47,0.7,0.06,9.0,0.04,152.0,0.011,0.07,15.0,0.035,119.0,6.0,0.74
105.0,4.86,18.6,2.9,0.0,131.0,0.045,0.52,0.7,0.06,10.0,0.041,152.0,0.08,0.07,16.0,0.065,133.0,3.1,0.82
85.0,4.93,13.8,13.8,0.0,12.0,0.045,0.53,0.8,0.02,11.0,0.042,171.0,0.013,0.07,16.0,0.004,135.0,4.9,0.83
43.0,3.86,7.5,7.5,0.0,2.0,0.037,0.43,1.1,0.0,8.0,0.034,143.0,0.079,0.12,13.0,0.0,109.0,3.1,0.67
112.0,3.53,23.53,14.97,1.2,0.0,0.047,0.5,0.0,0.0,12.0,0.047,88.0,0.209,0.42,40.0,0.0,166.0,7.0,1.13
411.0,45.71,18.5,5.71,7.1,750.0,1.0,3.0,30.0,7.07,340.0,0.714,500.0,1.0,8.57,200.0,0.0,643.0,33.8,7.14
396.0,50.0,22.0,4.0,2.0,1050.0,1.4,4.2,42.0,9.45,476.0,1.0,1200.0,1.4,12.0,280.0,0.0,700.0,33.8,10.0
315.0,6.84,55.35,49.74,0.0,74.0,0.016,0.31,2.6,0.2,11.0,0.016,251.0,0.004,0.17,22.0,0.002,193.0,2.7,0.79
48.0,10.0,2.0,2.0,0.0,11.0,0.133,0.34,0.5,1.59,16.0,0.12,73.0,0.022,1.98,15.0,0.006,72.0,41.3,0.98
325.0,24.51,2.04,0.55,0.0,226.0,0.091,1.7,0.0,0.49,0.0,0.038,661.0,0.027,0.18,27.0,0.018,475.0,22.4,3.28
299.0,18.09,2.98,2.32,0.0,224.0,0.076,1.68,0.0,0.37,7.0,0.042,566.0,0.033,0.2,24.0,0.014,385.0,19.3,2.58
310.0,20.38,2.53,1.76,0.0,157.0,0.086,1.75,0.0,0.47,0.0,0.048,690.0,0.025,0.18,29.0,0.021,467.0,13.8,3.06
62.0,3.21,4.88,4.88,0.0,47.0,0.036,0.46,0.0,0.07,5.0,0.047,115.0,0.025,0.03,10.0,0.004,85.0,3.7,0.38
86.0,4.93,13.8,5.43,0.0,12.0,0.045,0.53,0.8,0.02,11.0,0.042,171.0,0.013,0.07,16.0,0.004,135.0,4.9,0.83
104.0,4.4,19.7,12.61,2.0,2.0,0.04,0.49,0.7,0.08,12.0,0.04,159.0,0.203,0.04,40.0,0.0,129.0,2.8,0.49
222.0,4.1,22.2,21.16,0.7,162.0,0.048,0.5,0.8,0.61,9.0,0.049,131.0,0.03,0.21,12.0,0.005,116.0,3.0,0.52
331.0,4.1,24.5,18.3,0.8,19.0,0.043,0.49,0.0,0.42,7.0,0.062,119.0,0.076,0.29,28.0,0.078,173.0,2.4,0.82
237.0,4.29,37.14,18.57,0.0,86.0,0.028,0.05,0.0,0.4,53.0,0.111,86.0,0.254,0.26,29.0,0.381,72.0,3.1,0.6
240.0,3.7,39.6,21.3,1.2,37.0,0.028,0.01,0.0,0.4,5.0,0.03,73.0,0.106,1.1,16.0,0.225,54.0,3.1,0.32
354.0,5.21,34.38,25.0,1.0,32.0,0.046,0.36,0.0,0.18,35.0,0.108,63.0,0.128,0.0,29.0,0.194,108.0,2.6,0.86
186.0,4.29,39.64,17.86,0.0,96.0,0.01,0.02,0.0,0.14,19.0,0.039,30.0,0.09,0.09,10.0,0.0,26.0,1.1,0.21
200.0,5.71,42.86,6.58,7.1,129.0,0.01,0.02,0.0,0.14,19.0,0.039,86.0,0.09,0.0,10.0,0.0,26.0,1.1,0.21
129.0,4.41,27.94,8.82,7.4,133.0,0.029,0.52,0.0,0.0,4.0,0.029,147.0,0.03,0.0,9.0,0.0,75.0,1.9,0.31
147.0,4.41,33.09,22.06,6.6,71.0,0.023,0.14,0.9,0.2,4.0,0.023,184.0,0.103,0.53,20.0,0.0,83.0,2.2,0.43
88.0,4.4,11.88,2.64,2.2,165.0,0.22,0.66,26.4,1.46,75.0,0.165,110.0,0.22,1.98,44.0,0.097,110.0,7.7,1.65
358.0,23.54,1.75,1.23,0.0,174.0,0.061,1.23,0.0,0.25,13.0,0.023,659.0,0.025,0.59,25.0,0.022,438.0,15.0,3.01
308.0,17.62,8.7,6.47,0.0,257.0,0.124,1.49,0.0,1.13,18.0,0.04,1652.0,0.037,1.11,33.0,0.057,948.0,17.3,2.21
371.0,18.13,3.7,2.26,0.0,250.0,0.054,1.5,0.0,0.8,8.0,0.015,1045.0,0.046,0.63,26.0,0.041,641.0,20.2,2.49
330.0,16.86,8.56,5.59,0.0,240.0,0.102,1.33,0.0,0.63,7.0,0.035,682.0,0.034,0.26,27.0,0.025,438.0,19.6,2.31
138.0,10.97,0.83,0.07,0.0,149.0,0.226,1.21,0.0,0.8,69.0,0.06,55.0,0.064,1.71,9.0,0.033,186.0,30.4,1.3
59.0,10.19,3.6,3.24,0.0,1.0,0.063,0.75,0.0,0.01,7.0,0.023,110.0,0.017,0.07,11.0,0.009,135.0,9.7,0.52
362.0,84.63,4.72,0.0,0.0,0.0,0.037,0.19,0.0,0.0,0.0,0.0,104.0,0.128,0.23,82.0,0.0,104.0,192.0,0.13
176.0,13.41,10.71,7.06,0.0,185.0,0.099,1.17,0.0,0.46,0.0,0.038,557.0,0.032,0.36,27.0,0.026,931.0,15.5,1.81
309.0,27.35,4.06,0.26,0.0,145.0,0.084,1.41,0.0,0.48,20.0,0.021,761.0,0.043,0.12,27.0,0.031,520.0,35.8,4.44
141.0,3.36,23.15,19.46,0.0,91.0,0.038,0.26,0.0,0.08,26.0,0.033,134.0,0.217,0.6,36.0,0.212,113.0,2.3,0.67
358.0,2.11,37.12,21.05,1.1,35.0,0.106,0.09,0.0,2.25,3.0,0.043,63.0,0.031,0.0,11.0,0.0,57.0,4.0,0.32
157.0,32.14,7.14,0.0,0.0,60.0,0.045,0.49,0.0,0.06,11.0,0.012,893.0,0.021,0.0,16.0,0.0,484.0,14.5,1.82
127.0,28.4,3.4,1.33,0.0,40.0,0.08,1.68,0.0,0.07,6.0,0.02,961.0,0.027,0.17,36.0,0.0,605.0,12.7,3.9
366.0,20.0,3.97,0.0,0.0,229.0,0.049,2.26,0.0,0.25,10.0,0.029,800.0,0.238,0.0,38.0,0.0,729.0,17.7,3.87
410.0,24.25,2.13,0.27,0.0,263.0,0.075,0.88,0.0,0.78,27.0,0.027,711.0,0.035,0.16,27.0,0.024,460.0,28.3,3.74
304.0,23.63,8.06,2.24,0.0,254.0,0.111,1.33,0.0,0.49,27.0,0.029,716.0,0.034,0.23,29.0,0.041,537.0,26.8,3.61
71.0,9.07,8.09,7.61,0.3,0.0,0.053,0.7,0.0,0.0,0.0,0.028,106.0,0.019,0.05,11.0,0.008,126.0,10.6,0.49
106.0,8.25,11.67,11.0,1.0,1.0,0.05,0.56,0.0,0.0,0.0,0.036,86.0,0.018,0.07,10.0,0.034,110.0,9.5,0.39
85.0,8.12,12.72,11.4,0.5,0.0,0.047,0.66,0.0,0.0,0.0,0.033,89.0,0.017,0.04,10.0,0.009,112.0,8.2,0.4
84.0,8.03,12.53,11.63,0.4,0.0,0.051,0.59,0.2,0.0,0.0,0.033,94.0,0.017,0.06,11.0,0.029,114.0,8.9,0.45
80.0,8.03,11.62,10.86,0.7,0.0,0.05,0.45,0.3,0.0,0.0,0.031,99.0,0.019,0.12,10.0,0.033,112.0,9.5,0.44
263.0,6.09,72.12,0.0,21.6,27.0,0.21,0.0,39.2,0.0,36.0,0.101,661.0,0.553,7.06,135.0,2.943,113.0,2.7,1.01
337.0,17.6,50.02,0.0,14.6,16.0,0.65,0.0,21.0,0.0,10.0,0.34,646.0,0.91,36.96,170.0,2.3,440.0,5.0,5.3
233.0,22.98,47.75,1.71,37.7,37.0,1.34,0.0,0.8,10.7,310.0,0.08,2240.0,2.1,89.8,711.0,9.8,274.0,3.0,7.1
313.0,7.61,74.97,0.0,26.3,309.0,1.74,0.0,46.5,0.0,180.0,0.009,834.0,0.416,43.0,120.0,8.167,113.0,2.8,3.7
333.0,19.77,49.9,0.64,38.0,18.0,0.36,0.0,21.0,2.5,10.0,0.383,689.0,0.91,16.23,258.0,1.3,568.0,12.1,5.5
311.0,10.76,68.47,0.0,28.0,0.0,0.23,0.0,21.0,0.0,0.0,0.198,383.0,0.383,13.97,229.0,28.0,178.0,0.0,7.47
392.0,18.07,41.35,0.67,11.8,3.0,0.89,0.0,17.1,1.07,10.0,0.34,1767.0,1.37,44.9,440.0,7.567,547.0,12.1,6.93
237.0,23.2,49.1,0.0,11.3,293.0,0.93,0.0,50.0,0.0,274.0,0.38,1346.0,0.44,31.95,130.0,2.1,450.0,29.3,8.8
282.0,13.46,49.7,7.19,34.8,1483.0,2.094,0.0,0.7,38.14,28.0,0.25,330.0,1.0,17.3,149.0,1.7,300.0,20.4,4.3
247.0,3.99,80.59,2.17,53.1,15.0,0.158,0.0,3.8,2.32,6.0,0.022,1002.0,0.339,8.32,60.0,17.466,64.0,3.1,1.83
274.0,5.97,65.53,2.38,33.9,8.0,0.391,0.0,0.2,8.82,25.0,0.158,632.0,0.368,11.83,259.0,60.127,104.0,7.2,2.32
279.0,21.93,52.1,7.27,10.4,293.0,0.61,0.0,566.7,1.03,274.0,1.252,1246.0,1.786,42.46,694.0,6.355,481.0,29.3,4.72
298.0,12.37,54.99,0.0,41.9,0.0,0.0,0.0,21.0,0.0,0.0,0.239,709.0,0.975,16.32,330.0,1.9,409.0,26.2,4.7
375.0,17.81,44.24,2.25,10.5,64.0,0.435,0.0,7.7,3.33,10.0,0.628,931.0,0.867,66.36,366.0,3.333,499.0,5.2,4.8
325.0,14.29,55.83,2.76,53.2,1.0,0.105,0.0,0.7,25.24,56.0,0.176,525.0,1.2,19.1,255.0,8.3,367.0,40.3,4.7
305.0,15.98,55.17,0.0,21.1,3.0,0.25,0.0,21.0,0.0,10.0,0.418,1516.0,0.78,16.33,256.0,1.833,277.0,12.1,5.2
253.0,19.96,55.82,0.0,13.6,293.0,1.71,0.0,50.0,0.0,0.0,0.418,1784.0,0.49,48.78,451.0,3.95,543.0,0.0,3.3
345.0,15.8,52.29,0.0,39.8,7.0,0.47,0.0,21.0,0.0,0.0,0.408,1196.0,1.067,18.54,385.0,6.533,487.0,0.0,3.7
323.0,23.0,58.35,0.0,24.6,3.0,0.6,0.0,3.0,0.0,57.0,0.322,176.0,1.11,33.53,191.0,1.228,296.0,6.3,2.5
331.0,16.55,72.73,2.43,9.0,0.0,1.654,0.0,1.2,0.67,47.0,0.435,79.0,0.533,5.65,77.0,0.979,414.0,23.9,2.99
335.0,8.98,71.62,3.39,14.1,2.0,0.626,0.0,0.7,0.0,13.0,0.046,114.0,0.48,19.8,214.0,33.3,168.0,55.8,3.64
475.0,6.71,50.5,0.0,20.2,40.0,0.16,0.0,21.0,0.0,76.0,0.312,252.0,2.467,13.9,163.0,1.5,110.0,2.7,2.3
271.0,12.66,60.56,4.09,40.3,403.0,1.19,0.0,51.4,1.69,274.0,0.289,1990.0,1.133,82.71,346.0,5.433,306.0,4.5,3.6
508.0,26.08,28.09,6.79,12.2,2.0,0.397,0.0,7.1,5.07,162.0,0.805,266.0,0.645,9.21,370.0,2.448,828.0,208.1,6.08
525.0,5.84,49.29,2.99,20.8,5.0,0.16,0.0,3.0,0.0,76.0,0.346,184.0,1.027,3.04,183.0,2.9,213.0,1.6,2.15
341.0,10.41,79.12,6.63,15.2,0.0,0.718,0.0,23.4,0.27,64.0,0.457,384.0,0.59,3.9,113.0,1.3,322.0,14.3,4.05
265.0,9.0,68.92,4.09,42.5,85.0,1.044,0.0,2.3,18.26,237.0,0.177,1597.0,0.633,36.8,270.0,4.99,148.0,4.5,2.69
282.0,14.14,53.99,10.34,34.9,2463.0,2.141,0.0,0.9,29.1,49.0,0.33,229.0,0.713,21.14,178.0,1.59,314.0,6.3,4.33
292.0,26.63,50.64,7.27,26.7,97.0,0.9,0.0,125.0,8.96,180.0,0.196,1140.0,0.78,22.04,400.0,9.81,436.0,14.1,5.44
251.0,10.39,63.95,0.64,25.3,27.0,0.291,0.0,0.0,1.04,17.0,0.108,443.0,1.33,9.71,171.0,12.753,158.0,4.9,1.19
318.0,12.01,56.63,10.34,27.2,2081.0,2.45,0.0,76.4,29.83,106.0,0.328,148.0,0.373,7.8,152.0,2.0,293.0,8.8,2.48
296.0,10.4,68.61,0.0,26.2,0.0,0.1,0.0,21.0,0.0,10.0,0.022,265.0,0.91,14.31,90.0,4.3,176.0,3.1,1.13
525.0,17.99,28.13,2.99,19.5,0.0,0.247,0.0,1.0,1.77,82.0,0.854,1438.0,1.627,9.76,347.0,6.707,870.0,13.5,7.9
307.0,9.59,65.59,1.8,11.3,132.0,1.32,0.0,12.0,1.32,138.0,0.264,996.0,0.843,35.3,224.0,6.857,171.0,7.2,3.14
342.0,5.76,69.28,7.76,14.8,13.0,0.4,0.0,23.4,1.93,24.0,0.131,682.0,0.484,19.71,136.0,15.844,118.0,9.3,2.37
331.0,4.88,64.06,0.0,42.6,156.0,1.74,0.0,61.2,0.0,307.0,0.514,1280.0,0.55,29.25,220.0,1.867,70.0,4.6,3.23
310.0,11.43,65.37,0.0,3.9,27.0,1.01,0.0,80.8,0.0,93.0,0.115,111.0,0.328,11.1,264.0,28.408,252.0,5.6,1.09
315.0,10.63,60.73,1.71,40.3,295.0,2.69,0.0,32.4,7.48,274.0,0.754,1652.0,0.757,28.12,428.0,3.133,91.0,3.7,4.7
272.0,6.73,68.73,0.0,45.7,257.0,1.81,0.0,50.0,0.0,0.0,0.366,2132.0,0.847,37.88,377.0,6.1,140.0,4.6,4.3
295.0,22.77,50.22,0.0,7.4,210.0,2.41,0.0,50.0,0.0,274.0,0.251,1139.0,0.677,32.3,347.0,7.967,313.0,4.4,3.9
276.0,9.11,63.94,1.71,37.0,190.0,0.55,0.0,50.0,7.48,274.0,0.513,1890.0,0.86,123.6,220.0,7.867,201.0,4.6,6.18
312.0,9.68,67.14,3.21,22.7,0.0,0.107,0.0,0.7,4.43,20.0,0.058,168.0,1.3,55.0,208.0,19.8,299.0,6.2,4.5
23.0,3.15,2.65,0.3,1.6,264.0,0.155,0.0,18.0,0.8,68.0,0.034,177.0,0.385,3.17,64.0,1.148,56.0,0.3,0.81
43.0,3.46,7.02,0.0,2.1,386.0,0.185,0.0,85.0,0.0,150.0,0.058,208.0,0.146,6.59,55.0,1.264,66.0,0.0,0.91
60.0,3.74,5.83,0.92,4.0,5.0,0.07,0.0,0.3,0.36,7.0,0.177,63.0,0.074,1.61,48.0,0.422,108.0,33.5,0.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.03,0.33,1.0,0.1,0.0,0.1,0.1
21.0,0.0,0.93,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.008,0.2,5.0,0.249,8.0,0.1,0.04
101.0,5.56,24.45,0.0,14.0,238.0,0.348,0.0,160.1,0.0,45.0,0.048,405.0,0.555,17.45,160.0,1.719,106.0,0.0,1.81
288.0,0.06,12.65,12.65,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.011,11.0,0.072,0.12,12.0,0.23,6.0,0.0,0.11
237.0,0.05,2.41,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.008,0.0,0.023,0.13,5.0,0.482,22.0,0.0,0.06
56.0,0.03,14.4,14.4,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.003,3.0,0.003,0.05,1.0,0.001,0.0,0.0,0.01
18.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.006,0.03,1.0,0.055,4.0,0.5,0.01
23.0,2.36,4.89,0.41,3.2,7.0,0.023,0.0,4.3,0.88,23.0,0.018,40.0,0.374,1.67,33.0,0.078,10.0,1.2,0.32
48.0,1.18,11.29,7.99,3.3,0.0,0.073,0.0,24.9,0.01,57.0,0.008,56.0,0.058,0.42,27.0,0.126,31.0,2.8,0.83
131.0,3.31,20.7,0.0,14.1,146.0,0.336,0.0,21.8,0.0,109.0,0.036,317.0,0.301,6.65,91.0,0.96,66.0,0.0,0.93
70.0,3.75,14.89,0.0,8.0,212.0,0.129,0.0,31.8,0.0,114.0,0.082,243.0,0.329,5.08,80.0,1.176,73.0,0.0,1.11
44.0,3.29,8.41,0.0,6.8,203.0,0.158,0.0,13.3,0.0,105.0,0.078,199.0,0.24,11.87,63.0,1.118,60.0,0.0,1.09
285.0,19.93,52.04,0.0,29.8,529.0,2.579,0.0,0.0,0.0,530.0,0.288,1488.0,1.542,87.47,602.0,11.482,276.0,0.0,2.41
19.0,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,0.01,0.45,4.0,0.046,8.0,0.0,0.03
88.0,0.49,17.03,14.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.026,0.72,12.0,0.131,19.0,0.0,0.08
188.0,0.0,56.29,18.76,18.8,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.0,4.5,58.0,10.83,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0
335.0,10.82,56.56,8.67,10.8,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0
347.0,0.0,86.68,57.4,0.0,0.0,0.014,0.0,8.0,0.01,1.0,0.015,12.0,0.037,0.24,7.0,0.062,9.0,1.9,0.03
81.0,12.03,2.43,0.0,0.0,0.0,0.039,1.26,2.1,0.37,8.0,0.013,5.0,0.148,0.98,11.0,0.037,93.0,2.9,2.22
81.0,12.03,2.43,0.0,0.0,0.0,0.039,1.26,2.1,0.37,8.0,0.013,5.0,0.148,0.98,11.0,0.037,93.0,2.9,2.22
81.0,13.12,1.51,0.0,0.0,0.0,0.049,1.65,0.0,0.28,5.0,0.023,6.0,0.148,0.76,11.0,0.037,98.0,3.5,2.5
124.0,14.0,0.0,0.0,0.0,11.0,0.205,0.99,1.8,0.4,2.0,0.146,5.0,0.072,1.0,10.0,0.0,94.0,12.9,2.27
97.0,11.3,3.7,0.0,0.0,2.0,0.252,0.1,2.1,0.13,2.0,0.139,6.0,0.065,1.03,13.0,0.0,81.0,14.2,2.25
97.0,11.3,3.7,0.0,0.0,0.0,0.2,0.1,2.1,0.4,2.0,0.142,5.0,0.068,1.01,11.0,0.0,89.0,15.0,1.7
87.0,14.07,0.85,0.0,0.0,0.0,0.037,1.9,1.2,0.19,0.0,0.02,7.0,0.148,1.19,13.0,0.037,104.0,2.2,2.43
112.0,15.2,0.0,0.0,0.0,8.0,0.183,2.27,1.7,0.4,2.0,0.019,7.0,0.057,1.66,10.0,0.0,91.0,7.0,2.6
130.0,13.7,0.1,0.0,0.0,6.0,0.2,0.4,1.7,0.25,3.0,0.014,64.0,0.045,1.4,13.0,0.0,97.0,11.0,1.21
146.0,14.0,0.0,0.0,0.0,11.0,0.188,0.4,1.5,0.4,11.0,0.014,55.0,0.045,0.99,11.0,0.0,90.0,10.3,1.01
188.0,14.6,1.5,1.4,0.2,3.0,0.103,0.4,1.7,0.37,11.0,0.017,73.0,0.045,1.56,14.0,0.0,121.0,10.3,1.01
111.0,11.5,1.4,0.0,0.0,0.0,0.029,1.11,2.2,0.08,8.0,0.008,41.0,0.148,0.7,12.0,0.037,117.0,12.0,1.77
111.0,11.5,1.4,0.0,0.0,0.0,0.029,1.11,0.0,0.08,8.0,0.008,41.0,0.148,0.7,12.0,0.037,117.0,12.0,1.77
188.0,13.7,1.4,1.4,0.5,6.0,0.023,1.3,1.5,0.12,11.0,0.008,83.0,0.148,0.92,10.0,0.037,120.0,13.5,2.4
330.0,0.82,76.61,68.65,7.8,12.0,0.201,0.0,179.9,0.96,1.0,0.041,18.0,0.242,1.05,9.0,0.7,23.0,1.4,0.14
184.0,13.4,1.1,0.8,0.2,21.0,0.08,0.29,2.4,0.28,3.0,0.059,34.0,0.068,1.38,11.0,0.0,103.0,13.3,1.9
48.0,2.0,7.7,0.0,0.0,21.0,0.047,0.09,0.8,0.24,7.0,0.049,14.0,0.029,0.39,6.0,0.0,28.0,2.1,0.4
48.0,2.1,8.0,0.0,0.0,33.0,0.048,0.09,0.8,0.0,7.0,0.039,14.0,0.03,0.47,7.0,0.0,29.0,2.1,0.33
77.0,4.2,10.0,0.0,0.0,58.0,0.071,0.51,1.9,0.0,6.0,0.072,18.0,0.097,0.87,11.0,0.0,40.0,8.4,0.7
61.0,2.36,9.45,2.09,1.2,44.0,0.056,0.15,0.3,2.62,12.0,0.038,17.0,0.05,0.46,12.0,0.13,39.0,8.4,0.54
59.0,2.5,9.4,2.43,1.1,35.0,0.047,0.24,1.5,0.81,11.0,0.048,14.0,0.039,0.36,7.0,0.0,44.0,8.4,0.36
99.0,3.6,16.3,0.59,0.1,51.0,0.09,0.05,0.1,0.42,36.0,0.12,54.0,0.04,0.8,7.0,0.0,56.0,13.4,0.35
63.0,2.44,8.18,1.42,1.3,36.0,0.036,0.19,0.1,0.31,11.0,0.035,10.0,0.05,0.41,10.0,0.12,38.0,3.6,0.6
82.0,3.5,11.2,0.79,0.5,19.0,0.05,0.06,0.0,0.03,40.0,0.04,102.0,0.041,0.6,9.0,0.0,81.0,6.6,0.43
82.0,5.0,8.8,0.0,0.0,25.0,0.139,0.51,3.9,0.0,6.0,0.016,11.0,0.054,0.69,8.0,0.0,35.0,8.4,0.92
68.0,2.57,11.42,2.72,1.1,63.0,0.064,0.03,0.2,0.07,44.0,0.048,15.0,0.03,0.53,11.0,0.12,35.0,8.4,0.53
75.0,5.3,10.8,0.0,0.0,22.0,0.083,0.23,4.1,0.0,50.0,0.062,22.0,0.02,0.9,15.0,0.0,45.0,8.4,0.48
51.0,5.1,5.5,1.39,1.1,82.0,0.074,0.51,3.0,0.5,6.0,0.014,9.0,0.072,0.72,11.0,0.0,44.0,4.5,0.87
77.0,2.21,8.84,2.34,1.3,246.0,0.063,0.18,0.2,0.49,7.0,0.008,17.0,0.03,0.35,10.0,0.18,33.0,2.2,0.38
77.0,2.21,8.84,2.34,1.3,246.0,0.063,0.33,0.2,0.49,7.0,0.008,17.0,0.03,0.35,10.0,0.106,33.0,2.2,0.38
96.0,2.03,6.36,2.16,1.8,222.0,0.083,0.09,0.0,0.57,11.0,0.03,19.0,0.036,0.33,15.0,0.006,24.0,2.2,0.35
69.0,1.92,8.81,1.77,1.7,114.0,0.058,0.06,0.3,0.51,3.0,0.032,14.0,0.04,0.3,10.0,0.14,28.0,1.7,0.3
59.0,2.19,7.8,1.37,1.6,144.0,0.072,0.06,1.6,0.31,3.0,0.035,16.0,0.07,0.41,12.0,0.14,33.0,2.4,0.32
60.0,2.02,8.64,0.99,1.0,144.0,0.046,0.03,1.1,0.31,8.0,0.032,14.0,0.03,0.24,8.0,0.07,33.0,2.4,0.3
52.0,2.0,6.9,0.94,1.1,100.0,0.046,0.16,1.2,0.24,4.0,0.018,12.0,0.029,0.35,7.0,0.0,49.0,2.4,0.22
51.0,2.1,7.1,0.94,1.1,138.0,0.044,0.16,1.7,0.24,4.0,0.021,13.0,0.029,0.34,7.0,0.0,49.0,2.4,0.22
66.0,2.69,9.08,2.5,2.1,110.0,0.064,0.02,0.1,0.21,13.0,0.044,27.0,0.07,0.64,14.0,0.16,46.0,3.7,0.55
55.0,2.37,8.79,1.07,0.9,87.0,0.052,0.01,0.1,0.15,8.0,0.032,21.0,0.03,0.38,7.0,0.1,79.0,3.7,0.4
50.0,1.6,7.2,1.72,1.1,69.0,0.037,0.12,1.0,0.51,5.0,0.017,37.0,0.279,0.27,5.0,0.0,24.0,1.4,0.22
78.0,5.2,6.4,1.68,0.6,52.0,0.046,0.14,1.9,0.22,27.0,0.031,36.0,0.02,0.66,10.0,0.0,51.0,5.5,0.41
59.0,2.47,8.42,1.58,2.1,207.0,0.072,0.01,0.1,0.32,5.0,0.032,27.0,0.07,0.53,14.0,0.15,47.0,2.8,0.48
63.0,2.0,7.9,0.0,1.1,71.0,0.021,0.08,0.7,0.0,3.0,0.032,28.0,0.054,0.35,10.0,0.0,31.0,3.2,0.25
64.0,1.7,9.1,0.0,1.1,53.0,0.023,0.09,0.8,0.0,3.0,0.042,26.0,0.058,0.49,11.0,0.0,33.0,3.2,0.32
60.0,1.7,8.4,1.2,1.5,41.0,0.11,0.0,2.9,0.23,9.0,0.06,14.0,0.11,0.5,24.0,0.39,50.0,6.4,0.4
44.0,1.2,6.8,0.0,1.1,50.0,0.016,0.1,0.8,0.0,2.0,0.018,32.0,0.022,0.19,8.0,0.0,25.0,2.8,0.27
52.0,1.8,7.6,0.0,1.1,50.0,0.018,0.12,0.8,0.0,3.0,0.024,32.0,0.026,0.26,9.0,0.0,29.0,2.8,0.3
